iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:07:59 PM Pacific Standard Time.
1.19 4.6 -6.5 -44.3 0.13 -0.28 -0.58 0 0 0 0.0855 0.3948 0.3938 0.074 0.235 -0.212
1.22 5.7 -6.2 -44.1 0.11 -0.22 -0.56 0 0 0 -0.2619 0.0796 0.3652 0.077 0.234 -0.196
1.25 5.7 -6.2 -44.1 0.16 -0.24 -0.57 0 0 0 -0.3988 0.3271 0.4476 0.079 0.225 -0.184
1.28 6.9 -5.6 -44.0 0.11 -0.20 -0.62 0 0 0 -0.5478 0.4741 0.5521 0.088 0.213 -0.168
1.31 6.9 -5.6 -44.0 0.11 -0.09 -0.66 0 0 0 -0.7275 0.3272 0.4999 0.094 0.196 -0.151
1.35 8.2 -4.1 -44.1 0.09 -0.08 -0.84 0 0 0 -1.0371 0.3979 0.5314 0.109 0.159 -0.123
1.38 8.2 -4.1 -44.1 0.23 -0.07 -0.86 0 0 0 -0.9455 -0.3703 0.3358 0.107 0.133 -0.109
1.41 9.7 -2.2 -45.6 0.29 0.05 -0.78 0 0 0 -0.8902 0.0480 0.5986 0.096 0.109 -0.093
1.44 9.7 -2.2 -45.6 0.09 -0.05 -1.02 0 0 0 -1.0197 0.8018 0.8987 0.110 0.085 -0.068
1.47 10.2 -0.7 -46.1 0.07 0.09 -0.92 0 0 0 -0.6123 -0.3440 0.5690 0.117 0.058 -0.036
1.50 10.2 -0.7 -46.1 0.09 0.14 -0.85 0 0 0 -0.5748 -0.1097 0.5808 0.105 0.044 -0.020
1.53 10.3 0.9 -47.3 0.01 0.03 -1.06 0 0 0 -0.7534 0.6292 0.6613 0.115 0.027 0.001
1.56 10.3 0.9 -47.3 0.10 0.12 -1.02 0 0 0 -0.7395 0.3498 0.5165 0.127 0.007 0.020
1.60 11.4 1.7 -48.3 0.02 0.12 -0.98 0 0 0 -0.3071 0.6047 0.5432 0.141 -0.014 0.047
1.63 11.4 1.7 -48.3 0.12 0.05 -1.15 0 0 0 -0.5346 0.3070 0.3647 0.154 -0.025 0.061
1.66 13.3 3.6 -48.4 0.15 0.07 -1.18 0 0 0 -0.3014 0.3839 0.4786 0.162 -0.035 0.074
1.69 13.3 3.6 -48.4 0.01 0.07 -1.03 0 0 0 0.1335 0.8203 0.6722 0.179 -0.033 0.091
1.72 13.9 3.9 -48.6 0.06 0.01 -1.02 0 0 0 0.0831 0.9296 0.4566 0.210 -0.025 0.111
1.75 13.9 3.9 -48.6 0.16 0.02 -1.01 0 0 0 0.1193 0.6111 0.3241 0.226 -0.019 0.121
1.78 15.4 3.5 -49.1 0.23 -0.01 -0.97 0 0 0 0.0291 0.2022 0.2941 0.235 -0.013 0.128
1.81 15.4 3.5 -49.1 0.11 -0.04 -1.00 0 0 0 -0.1642 0.5149 0.4456 0.237 -0.009 0.139
1.85 17.5 2.3 -49.7 0.20 -0.09 -1.11 0 0 0 -0.3044 0.4540 0.1612 0.264 -0.016 0.156
1.88 17.5 2.3 -49.7 0.26 -0.07 -1.11 0 0 0 -0.1909 0.2662 0.1517 0.273 -0.021 0.161
1.91 18.2 1.9 -50.0 0.27 -0.06 -1.16 0 0 0 -0.2802 -0.0053 0.2325 0.277 -0.025 0.169
1.94 18.2 1.9 -50.0 0.22 -0.03 -1.53 0 0 0 -0.6156 -0.2989 0.1786 0.271 -0.036 0.177
1.97 18.2 2.1 -51.0 0.24 0.03 -1.38 0 0 0 -0.1554 -0.3865 0.1822 0.259 -0.050 0.189
2.00 18.2 2.1 -51.0 0.30 0.06 -1.18 0 0 0 0.1865 -0.6038 0.1240 0.244 -0.047 0.192
2.03 17.6 2.8 -51.4 0.23 0.10 -1.13 0 0 0 0.1961 -0.5583 0.1958 0.228 -0.040 0.195
2.07 17.6 2.8 -51.4 0.15 0.05 -1.19 0 0 0 -0.0071 -0.3043 0.2059 0.216 -0.037 0.201
2.10 16.4 2.8 -51.9 0.03 0.04 -1.19 0 0 0 0.1448 -0.1217 0.3119 0.212 -0.032 0.212
2.13 16.4 2.8 -51.9 0.01 0.03 -1.06 0 0 0 0.3845 -0.3111 0.2101 0.188 -0.022 0.217
2.16 15.7 1.2 -53.3 -0.04 0.02 -0.98 0 0 0 0.4324 -0.2069 0.2408 0.158 -0.011 0.220
2.19 15.7 1.2 -53.3 -0.09 0.03 -0.97 0 0 0 0.3730 -0.1227 0.0841 0.139 -0.001 0.222
2.22 14.7 -0.1 -54.5 -0.00 -0.00 -0.97 0 0 0 0.2596 -0.0902 -0.0879 0.114 0.008 0.221
2.25 14.7 -0.1 -54.5 0.00 0.02 -0.98 0 0 0 0.1541 -0.0862 -0.1421 0.103 0.013 0.217
2.28 14.3 -0.9 -54.4 -0.04 0.01 -0.92 0 0 0 0.2131 -0.0941 -0.1432 0.092 0.014 0.213
2.31 14.3 -0.9 -54.4 -0.04 -0.03 -0.90 0 0 0 0.1448 0.1190 -0.1698 0.086 0.018 0.208
2.35 13.6 -1.2 -53.6 0.02 -0.01 -1.00 0 0 0 -0.1252 -0.2709 -0.3382 0.081 0.021 0.195
2.38 13.6 -1.2 -53.6 -0.07 0.02 -1.02 0 0 0 -0.2662 -0.5309 -0.2756 0.061 0.012 0.188
2.41 12.0 -0.3 -53.3 -0.08 -0.03 -0.93 0 0 0 0.1206 -0.2896 -0.4638 0.046 0.011 0.178
2.44 12.0 -0.3 -53.3 -0.01 -0.04 -1.00 0 0 0 -0.0027 -0.2846 -0.6021 0.033 0.014 0.162
2.47 9.5 0.3 -52.2 -0.08 0.03 -1.13 0 0 0 -0.1268 -0.2461 -0.6829 0.023 0.012 0.137
2.50 9.5 0.3 -52.2 0.04 -0.03 -1.10 0 0 0 -0.0866 -0.4428 -0.6780 0.012 0.008 0.119
2.53 8.2 0.0 -49.5 0.08 0.01 -1.01 0 0 0 0.3277 -0.3947 -0.8806 0.002 0.013 0.096
2.56 8.2 0.0 -49.5 0.16 -0.01 -1.01 0 0 0 0.2580 -0.6398 -0.7640 -0.014 0.022 0.073
2.60 9.3 0.1 -48.4 0.16 -0.01 -1.01 0 0 0 0.2533 -0.6099 -0.6729 -0.037 0.035 0.039
2.63 9.3 0.1 -48.4 0.14 -0.02 -1.00 0 0 0 0.2716 -0.5489 -0.6288 -0.052 0.043 0.021
2.66 8.2 -0.1 -50.8 0.12 -0.00 -0.96 0 0 0 0.3302 -0.3765 -0.5170 -0.062 0.053 0.006
2.69 8.2 -0.1 -50.8 0.19 -0.04 -0.95 0 0 0 0.2827 -0.4008 -0.5901 -0.069 0.063 -0.010
2.72 5.7 -0.1 -52.1 0.10 -0.01 -0.99 0 0 0 0.0395 -0.6387 -0.4678 -0.087 0.069 -0.027
2.75 5.7 -0.1 -52.1 0.21 -0.06 -1.05 0 0 0 0.2577 -0.4569 -0.3797 -0.098 0.075 -0.040
2.78 3.4 0.2 -52.6 0.29 -0.12 -0.97 0 0 0 0.3345 -0.7677 -0.0956 -0.106 0.086 -0.046
2.81 3.4 0.2 -52.6 -0.08 0.01 -0.96 0 0 0 0.1219 -0.8656 0.2083 -0.133 0.091 -0.041
2.85 1.8 -0.2 -53.8 0.18 -0.11 -0.89 0 0 0 0.1291 -0.3395 -0.2066 -0.151 0.097 -0.046
2.88 1.8 -0.2 -53.8 0.17 -0.07 -0.81 0 0 0 -0.1109 -0.3610 0.2997 -0.159 0.086 -0.043
2.91 -1.8 0.6 -54.5 0.09 0.02 -1.03 0 0 0 -0.5619 -0.3038 -0.4167 -0.151 0.069 -0.047
2.94 -1.8 0.6 -54.5 0.28 -0.05 -1.04 0 0 0 -0.3326 -0.3584 -0.4508 -0.157 0.059 -0.062
2.97 -3.9 2.6 -55.1 0.25 -0.03 -0.98 0 0 0 -0.3893 -0.1065 0.0013 -0.153 0.043 -0.073
3.00 -3.9 2.6 -55.1 0.13 0.01 -1.12 0 0 0 -0.3767 0.0938 -0.3504 -0.152 0.033 -0.079
3.03 -6.6 3.5 -54.9 0.20 -0.04 -1.13 0 0 0 -0.2781 -0.1441 -0.2000 -0.153 0.026 -0.088
3.06 -6.6 3.5 -54.9 0.12 -0.05 -1.07 0 0 0 -0.0061 0.2815 -0.1866 -0.124 0.025 -0.094
3.10 -7.5 2.8 -54.4 0.06 -0.05 -0.92 0 0 0 0.0365 0.0599 -0.0903 -0.094 0.034 -0.100
3.13 -7.5 2.8 -54.4 0.05 -0.06 -0.93 0 0 0 -0.1244 0.0731 -0.0558 -0.082 0.035 -0.103
3.16 -7.4 3.2 -53.3 -0.03 -0.04 -1.04 0 0 0 -0.0758 0.1737 -0.0768 -0.074 0.033 -0.105
3.19 -7.4 3.2 -53.3 0.02 -0.06 -0.95 0 0 0 0.0722 0.1126 -0.1206 -0.065 0.036 -0.108
3.22 -6.3 3.5 -53.0 -0.07 -0.01 -0.95 0 0 0 -0.0642 0.1667 0.0289 -0.059 0.036 -0.109
3.25 -6.3 3.5 -53.0 -0.02 -0.04 -1.05 0 0 0 -0.0785 0.1724 -0.1428 -0.052 0.034 -0.111
3.28 -5.9 3.3 -53.9 0.03 -0.03 -1.02 0 0 0 0.0348 0.0635 -0.0532 -0.042 0.033 -0.114
3.31 -5.9 3.3 -53.9 -0.03 -0.01 -0.96 0 0 0 0.1712 0.1325 0.0739 -0.038 0.035 -0.114
3.35 -5.0 1.6 -54.0 0.01 -0.06 -0.98 0 0 0 0.1687 0.2399 -0.0108 -0.027 0.044 -0.111
3.38 -5.0 1.6 -54.0 0.02 -0.04 -0.96 0 0 0 0.3025 0.2671 0.0432 -0.016 0.053 -0.110
