iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:10:55 PM Pacific Standard Time.
0.91 -1.1 1.6 -40.7 0.08 0.01 -0.76 0 0 0 0.5318 -0.1506 -0.3332 -0.000 0.097 -0.495
0.94 -0.9 0.4 -39.1 0.01 -0.01 -0.70 0 0 0 0.6212 0.1641 -0.2402 -0.001 0.114 -0.502
0.97 -0.9 0.4 -39.1 -0.01 -0.04 -0.70 0 0 0 0.5956 0.3143 -0.1871 0.008 0.131 -0.508
1.00 -1.0 -1.7 -38.6 -0.02 -0.07 -0.66 0 0 0 0.5059 0.2982 -0.1811 0.017 0.147 -0.513
1.03 -1.0 -1.7 -38.6 0.05 -0.12 -0.73 0 0 0 0.2301 0.1017 -0.1899 0.026 0.160 -0.522
1.06 -0.4 -2.5 -38.5 0.04 -0.18 -0.78 0 0 0 0.2005 0.0778 -0.0026 0.028 0.165 -0.524
1.10 -0.4 -2.5 -38.5 -0.08 -0.17 -0.69 0 0 0 0.3765 0.2916 0.1584 0.033 0.174 -0.521
1.13 0.5 -3.0 -37.5 -0.09 -0.20 -0.66 0 0 0 0.2815 0.1297 0.0260 0.038 0.185 -0.519
1.16 0.5 -3.0 -37.5 -0.00 -0.21 -0.68 0 0 0 -0.0908 -0.2395 -0.1703 0.033 0.188 -0.525
1.19 1.1 -3.2 -36.5 0.04 -0.20 -0.69 0 0 0 -0.1362 -0.0881 -0.0501 0.028 0.185 -0.528
1.22 1.1 -3.2 -36.5 0.00 -0.20 -0.66 0 0 0 -0.1131 0.0125 0.1678 0.027 0.182 -0.526
1.25 0.7 -2.9 -36.5 0.01 -0.21 -0.72 0 0 0 -0.2259 0.0309 0.2300 0.027 0.177 -0.519
1.28 0.7 -2.9 -36.5 0.00 -0.12 -0.76 0 0 0 -0.3257 -0.3852 0.3032 0.018 0.168 -0.509
1.31 0.6 -2.3 -38.2 0.08 -0.13 -0.83 0 0 0 -0.3376 -0.1418 0.2993 0.008 0.159 -0.500
1.35 0.6 -2.3 -38.2 0.04 -0.05 -0.77 0 0 0 -0.1239 -0.0077 0.4608 0.005 0.152 -0.489
1.38 0.6 -1.8 -38.5 0.02 -0.11 -0.83 0 0 0 -0.0241 0.1077 0.4963 0.005 0.153 -0.470
1.41 0.6 -1.8 -38.5 0.06 -0.10 -0.79 0 0 0 0.0362 0.0817 0.3921 0.005 0.152 -0.454
1.44 0.8 -1.3 -39.0 0.05 -0.12 -0.76 0 0 0 -0.0331 0.2401 0.4486 0.008 0.153 -0.442
1.47 0.8 -1.3 -39.0 0.07 -0.14 -0.72 0 0 0 -0.1425 0.1689 0.5233 0.012 0.150 -0.428
1.50 1.7 -1.4 -39.8 0.11 -0.16 -0.82 0 0 0 -0.4849 0.3827 0.6260 0.017 0.142 -0.412
1.53 1.7 -1.4 -39.8 0.07 -0.19 -0.97 0 0 0 -0.6013 0.6589 0.7633 0.035 0.120 -0.385
1.56 3.5 -1.3 -39.7 0.09 -0.14 -0.86 0 0 0 -0.3583 0.3275 0.5989 0.047 0.109 -0.365
1.60 3.5 -1.3 -39.7 0.07 -0.01 -0.87 0 0 0 -0.4595 -0.0911 0.5137 0.048 0.099 -0.351
1.63 4.1 -0.5 -40.7 0.16 -0.12 -1.18 0 0 0 -0.9223 0.4213 0.4126 0.054 0.079 -0.335
1.66 4.1 -0.5 -40.7 0.15 0.02 -0.86 0 0 0 -0.0652 -0.4013 0.3241 0.053 0.057 -0.317
1.69 4.7 1.6 -42.0 0.01 0.02 -0.82 0 0 0 -0.4240 0.0476 0.4924 0.046 0.051 -0.306
1.72 4.7 1.6 -42.0 -0.05 -0.05 -0.99 0 0 0 -0.9392 0.3436 0.4443 0.053 0.030 -0.291
1.75 5.1 3.0 -42.7 0.10 0.03 -1.20 0 0 0 -1.0286 -0.1107 0.3581 0.052 0.004 -0.277
1.78 5.1 3.0 -42.7 0.03 0.10 -0.99 0 0 0 -0.5627 -0.2507 0.3764 0.044 -0.029 -0.266
1.81 4.9 3.7 -43.6 -0.07 0.05 -1.01 0 0 0 -0.4486 0.2098 0.5586 0.039 -0.041 -0.251
1.85 4.9 3.7 -43.6 -0.08 0.07 -1.38 0 0 0 -0.9648 0.3530 0.5126 0.048 -0.061 -0.235
1.88 5.4 5.9 -44.1 0.07 0.09 -1.10 0 0 0 -0.6317 0.3337 0.2923 0.060 -0.084 -0.223
1.91 5.4 5.9 -44.1 0.08 0.11 -0.72 0 0 0 0.5039 0.1780 0.3453 0.068 -0.073 -0.211
1.94 6.4 6.7 -44.3 0.05 0.10 -0.81 0 0 0 -0.1298 0.3420 0.3494 0.077 -0.067 -0.201
1.97 6.4 6.7 -44.3 0.14 0.07 -1.30 0 0 0 -0.7227 -0.0764 0.2383 0.081 -0.081 -0.192
2.00 7.2 6.7 -44.2 -0.09 0.18 -1.44 0 0 0 -0.6355 0.0569 0.5209 0.082 -0.100 -0.180
2.03 7.2 6.7 -44.2 -0.03 0.15 -1.30 0 0 0 0.1270 -0.4023 0.3352 0.082 -0.105 -0.161
2.06 7.1 7.1 -45.4 0.10 0.08 -1.16 0 0 0 0.2978 -0.6783 0.0946 0.064 -0.098 -0.158
2.10 7.1 7.1 -45.4 -0.09 0.10 -1.13 0 0 0 0.3462 -0.3542 0.3520 0.050 -0.088 -0.152
2.13 5.6 6.7 -48.2 -0.10 0.10 -1.23 0 0 0 0.1362 0.0909 0.5038 0.048 -0.081 -0.139
2.16 5.6 6.7 -48.2 -0.03 0.12 -0.98 0 0 0 0.1898 -0.3794 0.1274 0.039 -0.078 -0.128
2.19 5.5 5.1 -48.3 -0.08 0.11 -1.09 0 0 0 -0.1220 -0.1046 0.1385 0.020 -0.080 -0.125
2.22 5.5 5.1 -48.3 -0.01 0.10 -1.25 0 0 0 -0.4099 -0.0266 0.1304 0.020 -0.089 -0.121
2.25 5.0 4.9 -47.8 -0.03 0.13 -1.24 0 0 0 -0.2142 -0.3249 0.0689 0.014 -0.098 -0.119
2.28 5.0 4.9 -47.8 -0.15 0.09 -0.80 0 0 0 0.4801 0.0310 0.2850 0.009 -0.090 -0.111
2.31 4.4 5.2 -47.8 -0.10 0.04 -1.04 0 0 0 0.1731 0.1076 0.2037 0.007 -0.079 -0.104
2.35 4.4 5.2 -47.8 -0.15 0.10 -1.18 0 0 0 -0.2113 0.2075 0.0861 0.011 -0.082 -0.100
2.38 4.2 5.0 -49.5 -0.22 0.11 -1.00 0 0 0 0.0953 0.0629 0.2026 0.005 -0.085 -0.097
2.41 4.2 5.0 -49.5 -0.11 0.08 -0.93 0 0 0 0.2220 -0.0570 -0.1062 -0.025 -0.074 -0.098
2.44 3.8 4.8 -50.0 -0.15 0.09 -0.98 0 0 0 0.1028 0.2167 -0.0252 -0.034 -0.069 -0.100
2.47 3.8 4.8 -50.0 -0.21 0.07 -1.08 0 0 0 -0.0137 0.3544 -0.0550 -0.035 -0.069 -0.101
2.50 3.8 4.0 -50.3 -0.08 0.01 -1.03 0 0 0 0.0461 -0.1168 -0.1817 -0.042 -0.068 -0.105
2.53 3.8 4.0 -50.3 -0.07 0.06 -0.89 0 0 0 0.2368 -0.0284 -0.2456 -0.054 -0.056 -0.115
2.56 4.4 4.0 -49.9 -0.17 0.08 -1.03 0 0 0 0.1874 0.1658 -0.2708 -0.052 -0.049 -0.122
2.60 4.4 4.0 -49.9 -0.17 0.08 -1.03 0 0 0 -0.0628 0.2071 -0.2678 -0.055 -0.049 -0.130
2.63 3.7 4.0 -48.7 -0.09 0.02 -1.10 0 0 0 0.1252 -0.2335 -0.5494 -0.057 -0.045 -0.142
2.66 3.7 4.0 -48.7 0.04 0.05 -0.95 0 0 0 0.3707 -0.1924 -0.4664 -0.075 -0.028 -0.167
2.69 2.7 3.0 -47.1 -0.07 0.04 -0.88 0 0 0 0.0971 0.1376 -0.4016 -0.074 -0.020 -0.178
2.72 2.7 3.0 -47.1 -0.06 0.01 -1.02 0 0 0 0.0100 0.1513 -0.4258 -0.069 -0.018 -0.189
2.75 2.1 2.1 -45.8 0.02 -0.01 -1.11 0 0 0 0.2654 -0.5130 -0.4238 -0.072 -0.012 -0.201
2.78 2.1 2.1 -45.8 -0.08 -0.00 -0.90 0 0 0 0.5079 -0.1268 -0.2206 -0.086 0.008 -0.211
2.81 1.3 1.3 -43.9 -0.01 -0.06 -0.94 0 0 0 0.2214 0.2411 -0.4417 -0.077 0.020 -0.221
2.85 1.3 1.3 -43.9 0.07 -0.00 -1.10 0 0 0 0.2331 0.0753 -0.4251 -0.063 0.024 -0.232
2.88 1.5 0.8 -43.8 0.11 0.01 -0.91 0 0 0 0.4309 -0.3411 -0.3670 -0.065 0.035 -0.242
2.91 1.5 0.8 -43.8 0.12 -0.05 -0.92 0 0 0 0.1350 -0.0421 -0.1328 -0.067 0.047 -0.254
2.94 1.1 0.3 -45.2 0.02 -0.02 -1.04 0 0 0 0.1462 -0.1139 -0.3556 -0.054 0.050 -0.262
2.97 1.1 0.3 -45.2 0.14 -0.07 -0.96 0 0 0 0.2589 -0.3159 -0.2102 -0.053 0.058 -0.270
3.00 0.4 -0.3 -45.5 0.07 -0.05 -1.02 0 0 0 0.2039 0.0073 -0.0742 -0.049 0.065 -0.274
3.03 0.4 -0.3 -45.5 0.01 -0.04 -1.04 0 0 0 0.2353 -0.1012 -0.2175 -0.041 0.073 -0.278
3.06 -0.6 -0.8 -45.8 0.15 -0.10 -1.00 0 0 0 0.1401 -0.3681 -0.2328 -0.039 0.080 -0.286
3.10 -0.6 -0.8 -45.8 0.18 -0.13 -1.02 0 0 0 0.2509 -0.0256 0.1266 -0.036 0.087 -0.288
3.13 -0.8 -1.3 -46.7 -0.06 -0.06 -1.00 0 0 0 0.2837 -0.0648 0.1437 -0.038 0.094 -0.281
3.16 -0.8 -1.3 -46.7 0.12 -0.09 -0.86 0 0 0 0.1234 -0.1223 -0.2319 -0.042 0.104 -0.291
3.19 -0.7 -1.3 -46.8 0.05 -0.06 -0.97 0 0 0 -0.1625 0.0429 -0.1205 -0.038 0.100 -0.296
3.22 -0.7 -1.3 -46.8 0.17 -0.09 -1.03 0 0 0 0.0153 -0.4585 -0.2481 -0.034 0.098 -0.304
3.25 -1.9 -0.9 -47.2 0.20 -0.07 -0.85 0 0 0 0.0886 -0.3492 -0.0818 -0.043 0.101 -0.309
3.28 -1.9 -0.9 -47.2 -0.03 -0.01 -1.00 0 0 0 -0.2240 0.1308 -0.2040 -0.034 0.092 -0.311
3.31 -3.2 -0.2 -47.3 0.27 -0.09 -1.06 0 0 0 -0.1866 -0.1843 -0.4325 -0.025 0.086 -0.324
3.35 -3.2 -0.2 -47.3 0.15 -0.03 -0.98 0 0 0 -0.0031 0.0536 -0.1336 -0.016 0.081 -0.332
3.38 -4.4 0.4 -46.7 0.11 -0.07 -0.96 0 0 0 -0.0632 0.4160 -0.1539 -0.002 0.080 -0.336
3.41 -4.4 0.4 -46.7 0.13 -0.08 -1.04 0 0 0 -0.0526 0.3696 -0.1536 0.020 0.077 -0.344
3.44 -4.4 0.2 -47.3 0.06 -0.05 -0.92 0 0 0 0.1645 0.3067 0.0308 0.035 0.078 -0.346
3.47 -4.4 0.2 -47.3 0.06 -0.07 -0.93 0 0 0 -0.1230 0.0587 -0.1650 0.039 0.077 -0.348
3.50 -3.5 0.2 -47.3 0.10 -0.06 -1.14 0 0 0 -0.2547 0.2082 -0.2045 0.043 0.071 -0.353
3.53 -3.5 0.2 -47.3 0.06 -0.02 -1.12 0 0 0 0.1761 0.1743 -0.0332 0.050 0.066 -0.358
3.56 -3.1 0.6 -46.4 0.02 -0.03 -0.94 0 0 0 0.3239 0.1980 -0.0632 0.055 0.073 -0.359
3.60 -3.1 0.6 -46.4 -0.01 -0.09 -1.01 0 0 0 -0.0469 -0.0374 -0.1103 0.053 0.077 -0.361
3.63 -1.8 1.0 -46.2 0.04 -0.12 -0.99 0 0 0 -0.0134 0.1036 -0.1567 0.053 0.077 -0.365
3.66 -1.8 1.0 -46.2 0.06 -0.09 -0.97 0 0 0 0.0501 0.3071 -0.0606 0.060 0.080 -0.368
3.69 -1.5 0.4 -45.9 -0.05 -0.06 -0.99 0 0 0 -0.0185 0.0321 -0.0338 0.062 0.081 -0.369
3.72 -1.5 0.4 -45.9 0.01 -0.10 -0.91 0 0 0 -0.0168 -0.1483 -0.1504 0.057 0.082 -0.373
3.75 -2.5 -0.1 -45.7 0.05 -0.10 -0.98 0 0 0 -0.0206 -0.0158 -0.1416 0.055 0.083 -0.376
3.78 -2.5 -0.1 -45.7 0.05 -0.09 -0.93 0 0 0 0.0510 -0.0761 -0.1063 0.052 0.086 -0.381
3.81 -3.0 -0.1 -45.9 0.13 -0.10 -0.88 0 0 0 0.0209 0.0538 -0.0687 0.051 0.087 -0.383
3.85 -3.0 -0.1 -45.9 -0.01 -0.08 -0.99 0 0 0 -0.1837 -0.0669 0.0674 0.049 0.084 -0.383
3.88 -2.6 0.1 -45.3 0.02 -0.07 -1.04 0 0 0 -0.2567 -0.2954 -0.0238 0.042 0.077 -0.382
3.91 -2.6 0.1 -45.3 0.03 -0.07 -1.04 0 0 0 0.0171 0.0550 -0.0459 0.033 0.073 -0.383
