iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:07:21 PM Pacific Standard Time.
2.03 8.8 7.4 -50.5 0.04 0.14 -1.14 (null) (null) (null) -0.1587 -0.0211 0.3276 0.126 -0.106 0.271
2.07 8.8 7.4 -50.5 0.04 0.15 -1.12 (null) (null) (null) -0.2595 0.3435 0.3468 0.132 -0.109 0.281
2.10 8.8 7.1 -52.0 0.03 0.15 -1.42 (null) (null) (null) -0.4006 0.3281 0.3095 0.144 -0.118 0.291
2.13 8.8 7.1 -52.0 0.04 0.19 -1.26 (null) (null) (null) 0.2881 -0.1017 0.2663 0.148 -0.117 0.302
2.16 9.0 7.0 -54.1 -0.04 0.19 -1.12 (null) (null) (null) 0.4275 0.0307 0.3329 0.138 -0.107 0.308
2.19 9.0 7.0 -54.1 -0.15 0.18 -1.06 (null) (null) (null) 0.4638 0.2792 0.3435 0.136 -0.099 0.313
2.22 9.3 6.6 -54.9 -0.07 0.12 -1.18 (null) (null) (null) 0.2794 -0.0219 0.1134 0.138 -0.086 0.319
2.25 9.3 6.6 -54.9 -0.17 0.15 -1.10 (null) (null) (null) 1.0608 -0.2541 0.0031 0.117 -0.059 0.319
2.28 9.0 5.2 -53.3 -0.07 0.09 -0.75 (null) (null) (null) 0.8083 -0.4411 -0.2626 0.106 -0.032 0.312
2.31 9.0 5.2 -53.3 -0.09 0.06 -0.89 (null) (null) (null) 0.4149 -0.1465 -0.2410 0.095 -0.018 0.304
2.35 6.8 2.3 -52.0 -0.08 0.06 -0.98 (null) (null) (null) 0.3355 -0.1256 -0.3048 0.080 -0.011 0.294
2.38 6.8 2.3 -52.0 -0.11 0.07 -0.99 (null) (null) (null) 0.3315 -0.4301 -0.3390 0.044 -0.008 0.280
2.41 5.2 1.6 -50.1 -0.02 -0.01 -0.92 (null) (null) (null) 0.4284 0.0670 -0.5664 0.037 0.003 0.266
2.44 5.2 1.6 -50.1 -0.12 0.06 -1.06 (null) (null) (null) 0.1293 -0.4197 -0.4894 0.024 0.007 0.253
2.47 6.7 1.2 -46.9 -0.10 0.09 -1.03 (null) (null) (null) 0.1516 -0.7682 -0.6469 0.002 0.012 0.229
2.50 6.7 1.2 -46.9 -0.01 0.01 -0.97 (null) (null) (null) 0.2826 -0.2445 -0.6775 -0.016 0.021 0.202
2.53 7.6 0.7 -47.6 -0.01 -0.04 -1.05 (null) (null) (null) 0.2016 -0.5314 -0.5090 -0.024 0.028 0.186
2.56 7.6 0.7 -47.6 -0.07 0.01 -0.95 (null) (null) (null) 0.1144 -1.1801 -0.4824 -0.057 0.028 0.174
2.60 6.0 1.9 -51.5 0.10 -0.07 -0.83 (null) (null) (null) 0.2760 -0.4928 -0.7000 -0.079 0.036 0.156
2.63 6.0 1.9 -51.5 0.01 -0.06 -1.01 (null) (null) (null) 0.0613 -0.1371 -0.3592 -0.084 0.043 0.138
2.66 3.1 1.0 -53.3 -0.13 0.03 -0.94 (null) (null) (null) 0.0281 -0.9922 -0.5665 -0.107 0.039 0.128
2.69 3.1 1.0 -53.3 0.21 -0.13 -0.89 (null) (null) (null) 0.0033 -0.6357 -0.8700 -0.129 0.043 0.104
2.72 2.2 -1.0 -53.7 0.04 -0.07 -1.09 (null) (null) (null) 0.1561 0.6550 -0.2523 -0.123 0.047 0.086
2.75 2.2 -1.0 -53.7 -0.06 0.04 -0.99 (null) (null) (null) 0.1516 -0.6703 -0.6487 -0.112 0.054 0.076
2.78 2.8 -0.1 -55.5 0.25 -0.12 -0.89 (null) (null) (null) -0.0505 -0.6754 -0.8062 -0.132 0.058 0.053
2.81 2.8 -0.1 -55.5 0.14 -0.07 -1.05 (null) (null) (null) 0.1046 0.6103 -0.5618 -0.131 0.061 0.035
2.85 -1.5 2.9 -57.8 0.12 -0.03 -1.04 (null) (null) (null) 0.0845 -0.0643 -0.5156 -0.116 0.067 0.022
2.88 -1.5 2.9 -57.8 0.38 -0.10 -0.92 (null) (null) (null) -0.3277 -1.0940 -0.8809 -0.125 0.063 -0.010
2.91 -6.5 4.4 -57.0 0.16 -0.06 -1.15 (null) (null) (null) -0.3009 0.2100 -0.5635 -0.134 0.057 -0.030
2.94 -6.5 4.4 -57.0 0.20 -0.03 -1.11 (null) (null) (null) 0.0505 0.4130 -0.4694 -0.119 0.055 -0.043
2.97 -9.9 3.1 -54.8 0.23 -0.07 -0.92 (null) (null) (null) -0.0181 -0.7919 -0.4753 -0.116 0.061 -0.062
3.00 -9.9 3.1 -54.8 0.08 -0.08 -1.08 (null) (null) (null) -0.1070 0.2748 -0.2311 -0.115 0.060 -0.075
3.03 -9.8 1.5 -51.9 0.06 -0.09 -1.10 (null) (null) (null) 0.1176 0.3193 -0.2695 -0.099 0.062 -0.082
3.06 -9.8 1.5 -51.9 0.05 -0.09 -0.96 (null) (null) (null) 0.2034 -0.1313 -0.2126 -0.084 0.071 -0.089
3.10 -9.7 1.1 -51.7 0.01 -0.10 -0.99 (null) (null) (null) 0.1032 -0.1761 -0.1284 -0.081 0.079 -0.094
3.13 -9.7 1.1 -51.7 -0.08 -0.08 -0.90 (null) (null) (null) 0.1340 0.0964 -0.0592 -0.077 0.086 -0.097
