iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:01:23 PM Pacific Standard Time.
0.44 -3.8 6.2 -51.3 0.04 0.04 -1.29 (null) (null) (null) -0.0524 0.3153 0.6630 -0.049 -0.029 -0.427
0.47 -3.8 6.2 -51.3 0.12 -0.05 -1.36 (null) (null) (null) -0.0935 0.3653 0.8355 -0.036 -0.033 -0.397
0.50 -4.5 5.0 -49.3 -0.01 0.02 -1.20 (null) (null) (null) 0.1282 0.2609 1.2170 -0.023 -0.032 -0.359
0.53 -4.5 5.0 -49.3 -0.15 0.11 -1.35 (null) (null) (null) -0.1615 -0.0467 1.2809 -0.019 -0.033 -0.323
0.56 -4.4 5.0 -48.8 -0.26 0.19 -1.35 (null) (null) (null) 0.1034 -0.1821 1.3361 -0.024 -0.037 -0.287
0.60 -4.4 5.0 -48.8 -0.37 0.19 -1.24 (null) (null) (null) 0.6467 0.2884 1.2632 -0.019 -0.025 -0.251
0.63 -2.9 3.9 -47.7 -0.37 0.13 -1.18 (null) (null) (null) 0.7841 0.0039 1.0490 -0.014 0.002 -0.207
0.66 -2.9 3.9 -47.7 -0.32 0.13 -1.10 (null) (null) (null) 0.8659 -0.1604 0.9361 -0.016 0.018 -0.189
0.69 -2.6 2.6 -47.1 -0.27 0.07 -0.95 (null) (null) (null) 0.8899 -0.2666 0.8252 -0.028 0.049 -0.157
0.72 -2.6 2.6 -47.1 -0.37 0.03 -0.90 (null) (null) (null) 0.8849 0.1715 0.8153 -0.030 0.073 -0.134
0.75 -3.1 0.6 -47.4 -0.42 0.00 -0.88 (null) (null) (null) 0.6423 -0.2267 0.6205 -0.033 0.108 -0.097
0.78 -3.1 0.6 -47.4 -0.37 -0.05 -0.86 (null) (null) (null) 0.5684 -0.3491 0.4135 -0.044 0.123 -0.083
0.81 -3.6 -1.7 -47.1 -0.60 0.00 -0.70 (null) (null) (null) 0.6504 -0.2734 0.3627 -0.058 0.139 -0.072
0.85 -3.6 -1.7 -47.1 -0.52 -0.06 -0.70 (null) (null) (null) 0.5527 -0.3627 -0.1170 -0.067 0.156 -0.067
0.88 -4.5 -4.7 -45.7 -0.42 -0.09 -0.59 (null) (null) (null) 0.4904 -0.5867 -0.5767 -0.086 0.176 -0.080
0.91 -4.5 -4.7 -45.7 -0.44 -0.09 -0.55 (null) (null) (null) 0.3640 -0.2284 -0.6775 -0.095 0.189 -0.098
0.94 -5.2 -5.7 -45.2 -0.35 -0.10 -0.60 (null) (null) (null) 0.1820 -0.0543 -0.8529 -0.092 0.199 -0.119
0.97 -5.2 -5.7 -45.2 -0.28 -0.09 -0.70 (null) (null) (null) -0.1591 -0.2419 -1.1043 -0.092 0.201 -0.157
1.00 -5.1 -5.7 -44.2 -0.32 -0.10 -0.74 (null) (null) (null) -0.1554 0.1378 -1.0502 -0.085 0.198 -0.199
1.03 -5.1 -5.7 -44.2 -0.29 -0.07 -0.83 (null) (null) (null) -0.1328 0.2059 -1.1598 -0.074 0.197 -0.231
1.06 -5.2 -5.4 -44.1 -0.27 -0.06 -0.75 (null) (null) (null) 0.0195 -0.0092 -1.2459 -0.065 0.198 -0.265
1.10 -5.2 -5.4 -44.1 -0.22 -0.10 -0.65 (null) (null) (null) 0.2090 -0.1667 -1.2951 -0.062 0.204 -0.301
1.13 -5.0 -5.5 -44.2 0.05 -0.23 -0.80 (null) (null) (null) 0.0285 -0.3030 -1.5634 -0.056 0.214 -0.356
1.16 -5.0 -5.5 -44.2 -0.20 -0.06 -0.58 (null) (null) (null) -0.0902 -1.0269 -1.1894 -0.068 0.214 -0.395
1.19 -6.2 -6.4 -43.5 -0.00 -0.17 -0.64 (null) (null) (null) 0.0103 -0.6178 -0.9541 -0.089 0.216 -0.423
1.22 -6.2 -6.4 -43.5 0.19 -0.21 -0.65 (null) (null) (null) -0.1222 0.1355 -1.1534 -0.083 0.217 -0.455
1.25 -7.3 -6.1 -43.3 -0.21 0.00 -0.47 (null) (null) (null) -0.2506 -0.3830 -0.5886 -0.080 0.211 -0.500
1.28 -7.3 -6.1 -43.3 0.13 -0.17 -0.75 (null) (null) (null) -0.3086 0.6800 -0.8209 -0.077 0.205 -0.516
1.31 -7.6 -5.7 -43.8 0.13 -0.17 -0.75 (null) (null) (null) -0.2845 0.9831 -1.1552 -0.039 0.198 -0.549
1.35 -7.6 -5.7 -43.8 0.20 -0.14 -0.70 (null) (null) (null) -0.4356 0.2301 -1.1016 -0.019 0.189 -0.581
1.38 -6.9 -5.9 -44.2 0.23 -0.12 -0.73 (null) (null) (null) -0.6155 0.2290 -0.9674 -0.006 0.170 -0.620
1.41 -6.9 -5.9 -44.2 0.30 -0.11 -0.78 (null) (null) (null) -0.5526 0.5387 -0.8312 0.009 0.154 -0.645
1.44 -4.7 -5.1 -45.3 0.33 -0.13 -0.85 (null) (null) (null) -0.5384 0.5390 -0.5539 0.028 0.138 -0.664
1.47 -4.7 -5.1 -45.3 0.33 -0.12 -0.92 (null) (null) (null) -0.4103 0.5149 -0.4227 0.046 0.124 -0.676
1.50 -3.5 -4.3 -45.9 0.32 -0.10 -0.79 (null) (null) (null) -0.1968 0.4843 -0.2277 0.078 0.113 -0.691
1.53 -3.5 -4.3 -45.9 0.37 -0.13 -0.95 (null) (null) (null) -0.5725 -0.1521 -0.1511 0.100 0.102 -0.697
1.56 -4.0 -3.7 -46.5 0.36 -0.08 -1.04 (null) (null) (null) -0.4408 -0.2705 -0.1130 0.096 0.087 -0.699
1.60 -4.0 -3.7 -46.5 0.27 -0.07 -1.01 (null) (null) (null) -0.0521 0.0987 0.0125 0.103 0.078 -0.701
1.63 -4.9 -3.0 -47.5 0.36 -0.09 -1.02 (null) (null) (null) -0.5178 -0.3271 -0.0828 0.124 0.069 -0.703
1.66 -4.9 -3.0 -47.5 0.35 -0.06 -1.15 (null) (null) (null) -0.6147 -0.8063 0.1409 0.105 0.053 -0.700
1.69 -4.8 -1.5 -48.0 0.30 -0.07 -1.30 (null) (null) (null) -0.5298 -0.8354 0.3284 0.082 0.037 -0.691
1.72 -4.8 -1.5 -48.0 0.10 -0.01 -1.20 (null) (null) (null) -0.2264 -0.7854 0.5014 0.058 0.029 -0.678
1.75 -6.3 -0.7 -46.9 0.10 -0.09 -1.14 (null) (null) (null) -0.2681 -0.3835 0.4137 0.026 0.018 -0.658
1.78 -6.3 -0.7 -46.9 0.09 -0.05 -1.13 (null) (null) (null) -0.0354 0.6662 0.5156 0.031 0.014 -0.645
1.81 -8.5 1.0 -47.9 0.12 -0.06 -1.23 (null) (null) (null) -0.0856 0.5406 0.5727 0.053 0.014 -0.630
1.85 -8.5 1.0 -47.9 0.03 0.01 -1.31 (null) (null) (null) -0.4039 -0.9213 0.7361 0.041 0.007 -0.610
1.88 -8.3 2.6 -49.8 0.02 0.01 -1.25 (null) (null) (null) 0.0393 -0.1543 0.8101 0.016 0.001 -0.582
1.91 -8.3 2.6 -49.8 -0.10 0.05 -1.21 (null) (null) (null) -0.0078 0.4841 0.9477 0.024 0.004 -0.557
1.94 -5.2 5.2 -51.5 -0.23 0.07 -1.36 (null) (null) (null) -0.1449 0.2648 0.9837 0.035 0.002 -0.530
1.97 -5.2 5.2 -51.5 -0.20 0.03 -1.30 (null) (null) (null) 0.1299 0.0672 0.8208 0.038 0.002 -0.506
2.00 -2.3 5.4 -51.7 -0.28 0.03 -1.09 (null) (null) (null) 0.2978 0.2008 0.7842 0.044 0.018 -0.476
2.03 -2.3 5.4 -51.7 -0.32 0.03 -1.07 (null) (null) (null) 0.1161 0.2198 0.6842 0.051 0.027 -0.449
2.06 -2.0 3.7 -50.8 -0.33 0.03 -1.07 (null) (null) (null) 0.1737 0.4230 0.6015 0.059 0.031 -0.431
2.10 -2.0 3.7 -50.8 -0.35 0.03 -1.06 (null) (null) (null) 0.1765 0.4122 0.4755 0.071 0.038 -0.417
2.13 -3.7 1.3 -51.0 -0.19 -0.00 -1.10 (null) (null) (null) 0.1811 -0.1179 0.2363 0.061 0.042 -0.405
2.16 -3.7 1.3 -51.0 -0.11 -0.00 -0.94 (null) (null) (null) 0.4844 -0.0036 0.2264 0.047 0.050 -0.399
