iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:00:08 PM Pacific Standard Time.
1.72 -12.4 -7.8 -42.3 0.39 -0.16 -0.96 0 0 0 -0.8186 0.6708 -0.4206 -0.170 0.170 0.189
1.75 -11.6 -5.9 -43.1 0.38 -0.08 -1.05 0 0 0 -0.8867 0.3412 -0.0598 -0.156 0.147 0.180
1.78 -11.6 -5.9 -43.1 0.22 -0.07 -1.16 0 0 0 -0.7940 0.3218 0.2550 -0.148 0.124 0.180
1.81 -11.2 -4.6 -43.8 0.14 -0.04 -1.19 0 0 0 -0.7651 0.2397 0.4032 -0.142 0.100 0.187
1.85 -11.2 -4.6 -43.8 0.11 -0.05 -1.19 0 0 0 -0.6071 0.1692 0.4146 -0.136 0.067 0.201
1.88 -10.2 -1.4 -45.5 -0.05 -0.07 -1.33 0 0 0 -0.6616 0.1020 0.4366 -0.134 0.048 0.211
1.91 -10.2 -1.4 -45.5 -0.06 -0.07 -1.33 0 0 0 -0.4065 0.1562 0.3202 -0.131 0.032 0.219
1.94 -10.6 0.5 -46.0 0.12 -0.11 -1.27 0 0 0 -0.1926 -0.0346 0.2100 -0.130 0.024 0.225
1.97 -10.6 0.5 -46.0 -0.06 -0.04 -1.27 0 0 0 -0.1438 0.0149 0.4498 -0.133 0.017 0.236
2.00 -10.9 2.0 -47.0 -0.11 -0.07 -1.29 0 0 0 -0.0678 0.2375 0.4906 -0.128 0.012 0.249
2.03 -10.9 2.0 -47.0 -0.16 -0.04 -1.21 0 0 0 0.0752 0.2635 0.4702 -0.122 0.011 0.262
2.06 -9.7 3.3 -47.6 -0.13 -0.03 -1.19 0 0 0 0.1790 0.1090 0.4845 -0.116 0.014 0.277
2.10 -9.7 3.3 -47.6 -0.29 0.02 -1.14 0 0 0 0.0832 -0.0873 0.6020 -0.118 0.016 0.297
2.13 -7.8 4.9 -48.3 -0.23 -0.00 -1.19 0 0 0 0.0799 0.0809 0.4786 -0.118 0.017 0.318
2.16 -7.8 4.9 -48.3 -0.28 0.02 -1.05 0 0 0 0.3053 0.2734 0.4669 -0.114 0.021 0.331
2.19 -6.4 4.6 -49.5 -0.19 0.00 -1.00 0 0 0 0.2991 0.3915 0.3882 -0.110 0.028 0.345
2.22 -6.4 4.6 -49.5 -0.14 -0.02 -1.05 0 0 0 0.1289 0.4535 0.3155 -0.104 0.030 0.358
2.25 -4.2 3.7 -50.7 -0.16 -0.02 -0.99 0 0 0 0.2515 0.5522 0.2311 -0.094 0.034 0.366
2.28 -4.2 3.7 -50.7 -0.16 -0.04 -1.04 0 0 0 0.1857 0.2879 0.2266 -0.088 0.040 0.374
2.31 -3.0 3.2 -50.5 -0.08 -0.03 -0.90 0 0 0 0.2297 0.1974 0.1108 -0.086 0.044 0.379
