iPhone Sensor Log from Crossbow started at Dec 4, 2011 11:00:58 PM Pacific Standard Time.
1.03 -5.3 -7.4 -43.1 -0.15 -0.12 -0.63 (null) (null) (null) 0.4056 0.0163 -0.9982 -0.042 0.250 -0.267
1.06 -5.3 -7.4 -43.1 -0.02 -0.19 -0.58 (null) (null) (null) 0.4406 -0.2605 -1.2222 -0.034 0.266 -0.300
1.10 -5.5 -8.9 -43.4 -0.04 -0.14 -0.56 (null) (null) (null) 0.0026 -0.9103 -0.8887 -0.055 0.272 -0.356
1.13 -5.5 -8.9 -43.4 0.00 -0.14 -0.50 (null) (null) (null) 0.1304 -0.2218 -0.8687 -0.062 0.276 -0.381
1.16 -6.1 -9.3 -43.6 0.10 -0.14 -0.51 (null) (null) (null) -0.1076 -0.3500 -0.8863 -0.064 0.278 -0.405
1.19 -6.1 -9.3 -43.6 0.31 -0.21 -0.67 (null) (null) (null) -0.5331 -0.3924 -1.0055 -0.066 0.270 -0.434
1.22 -7.6 -9.0 -43.1 0.35 -0.17 -0.58 (null) (null) (null) -0.3610 0.1319 -0.6531 -0.072 0.253 -0.463
1.25 -7.6 -9.0 -43.1 0.44 -0.24 -0.71 (null) (null) (null) -0.5053 0.7576 -0.5743 -0.050 0.243 -0.483
1.28 -7.8 -8.5 -43.9 0.11 -0.07 -0.76 (null) (null) (null) -0.6698 0.5408 -0.1495 -0.030 0.226 -0.493
1.31 -7.8 -8.5 -43.9 0.43 -0.18 -0.92 (null) (null) (null) -0.5848 0.7095 -0.3533 -0.013 0.209 -0.498
1.35 -5.8 -6.5 -45.8 0.46 -0.21 -0.82 (null) (null) (null) -0.5742 0.2882 -0.3219 0.014 0.178 -0.525
1.38 -5.8 -6.5 -45.8 0.28 -0.11 -0.98 (null) (null) (null) -0.5126 0.6889 0.0935 0.035 0.163 -0.527
1.41 -5.0 -5.2 -46.6 0.35 -0.15 -1.21 (null) (null) (null) -0.8976 0.5655 -0.1428 0.054 0.142 -0.527
1.44 -5.0 -5.2 -46.6 0.42 -0.12 -0.92 (null) (null) (null) -0.3848 0.2550 -0.1846 0.065 0.124 -0.531
1.47 -4.9 -3.6 -47.6 0.34 -0.08 -1.08 (null) (null) (null) -0.6189 -0.1332 -0.0289 0.113 0.107 -0.538
1.50 -4.9 -3.6 -47.6 0.38 -0.17 -1.30 (null) (null) (null) -0.8278 0.1315 -0.0428 0.111 0.085 -0.536
1.53 -4.0 -2.7 -48.3 0.43 -0.16 -1.11 (null) (null) (null) -0.3537 0.5885 0.0379 0.122 0.069 -0.535
1.56 -4.0 -2.7 -48.3 0.20 -0.07 -1.24 (null) (null) (null) -0.2909 0.5616 0.2974 0.140 0.063 -0.530
1.60 -2.7 -0.2 -49.4 0.26 -0.07 -1.35 (null) (null) (null) -0.8877 -0.3294 0.3308 0.140 0.033 -0.509
1.63 -2.7 -0.2 -49.4 0.09 0.00 -1.34 (null) (null) (null) -0.5065 0.0721 0.4886 0.136 0.017 -0.494
1.66 -1.4 2.2 -49.8 0.03 0.04 -1.30 (null) (null) (null) -0.4128 0.0429 0.5393 0.138 0.006 -0.478
1.69 -1.4 2.2 -49.8 0.03 0.01 -1.29 (null) (null) (null) -0.2316 0.0131 0.4869 0.138 0.000 -0.463
1.72 -0.3 4.3 -49.9 -0.01 0.02 -1.23 (null) (null) (null) -0.1620 0.3753 0.5604 0.143 -0.006 -0.442
1.75 -0.3 4.3 -49.9 -0.09 0.04 -1.24 (null) (null) (null) -0.0688 0.5037 0.5502 0.157 -0.006 -0.427
1.78 2.1 5.2 -49.1 -0.06 0.01 -1.24 (null) (null) (null) -0.1310 0.1834 0.5449 0.166 -0.006 -0.411
1.81 2.1 5.2 -49.1 -0.10 0.02 -1.14 (null) (null) (null) -0.0169 -0.0929 0.4015 0.166 -0.006 -0.399
1.85 4.5 4.2 -48.6 -0.11 0.00 -1.17 (null) (null) (null) -0.0088 0.1042 0.4963 0.166 -0.002 -0.375
1.88 4.5 4.2 -48.6 -0.08 -0.00 -1.06 (null) (null) (null) 0.1894 0.1079 0.4077 0.158 0.002 -0.364
1.91 5.7 3.1 -48.0 0.02 -0.04 -0.94 (null) (null) (null) 0.2674 -0.1651 0.2295 0.140 0.014 -0.357
